,1,2,3,4,5
1,183.33169926722405,184.41856039600506,185.98619987627137,186.59623932663996,187.8435902192312
2,188.37754513020187,188.89833799382592,191.34941070773178,192.57860366007858,193.01382088515467
3,191.16397234647985,190.43961798219954,192.14813845305164,192.15374192974616,194.3084493458386
4,191.20580592098975,190.09867260251053,192.50945177794384,193.92499473186956,194.67006736435107
5,191.38100199089965,190.51528199128018,191.6517545303559,193.9361867800976,194.32212651046552
